CustomerID,recency_days,frequency,total_quantity,unique_items,monetary,avg_order_value,country
12405,149,1,857,54,1710.39,31.67388888888889,Finland
12406,22,2,1818,92,3415.3,32.52666666666667,Denmark
12407,50,5,1416,57,1708.12,22.18337662337662,Belgium
12408,33,5,1409,81,2888.55,27.51,Belgium
12409,79,3,5551,91,11072.67,101.58412844036695,Switzerland
12410,309,2,211,26,693.33,26.66653846153846,Switzerland
12412,75,3,829,43,1226.88,20.112786885245903,Denmark
12413,67,3,286,29,758.1,19.95,France
12414,217,3,300,16,562.41,31.244999999999997,Austria
12415,24,21,77374,444,124914.53,174.95032212885152,Australia
12417,3,9,1552,158,3649.1,19.005729166666665,Belgium
12418,113,1,407,34,668.58,19.664117647058823,Switzerland
12420,64,1,345,29,600.39,20.70310344827586,Cyprus
12421,16,4,484,32,807.04,17.93422222222222,Spain
12422,96,3,370,39,803.5600000000001,20.604102564102565,Australia
12423,1,8,1339,97,1859.31,14.87448,Belgium
12424,163,2,740,30,1760.96,58.69866666666667,Australia
12425,78,1,496,36,777.2,21.58888888888889,Portugal
12426,195,1,258,30,582.73,19.424333333333333,Germany
12427,22,3,533,26,825.8,26.638709677419353,Germany
12428,26,9,3536,258,7956.46,27.062789115646257,Finland
12429,9,4,1557,82,3750.4,38.66391752577319,Denmark
12430,43,1,117,11,256.4,23.30909090909091,Norway
12431,36,15,2896,163,6419.95,27.43568376068376,Australia
12432,43,5,1801,107,5059.32,46.84555555555555,Norway
12433,1,7,11071,219,13375.87,31.847309523809525,Norway
12434,85,2,394,46,806.14,16.122799999999998,Australia
12435,80,2,2055,31,7829.89,217.49694444444447,Denmark
12436,100,1,211,16,509.0100000000001,31.813125000000003,Norway
12437,2,18,2922,118,4951.41,24.88145728643216,France
12438,14,2,1180,84,2906.85,29.66173469387755,Norway
12441,367,1,121,11,173.55,15.77727272727273,France
12442,3,1,182,12,172.06,14.338333333333331,Spain
12444,21,5,1153,138,5005.46,28.44011363636364,Norway
12445,22,1,62,4,133.4,33.35,Spain
12446,58,1,351,57,1002.31,17.584385964912283,RSA
12447,243,1,190,26,476.49,18.326538461538465,Belgium
12448,44,1,243,22,449.45,20.429545454545455,Spain
12449,22,4,1553,118,4067.29,21.294712041884814,Belgium
12450,156,2,128,7,197.88,24.735,Spain
12451,11,5,6575,265,9035.52,25.524067796610172,Switzerland
12452,17,2,185,21,430.5700000000001,19.57136363636364,Switzerland
12453,134,1,473,43,707.09,16.443953488372095,Austria
12454,56,1,1006,15,3528.34,235.22266666666667,Spain
12455,73,6,2089,85,2466.86,27.409555555555556,Cyprus
12456,44,3,1633,105,3181.04,25.44832,Switzerland
12457,66,7,843,53,2363.23,38.11661290322581,Switzerland
12458,71,2,506,35,947.4,24.931578947368426,Switzerland
12461,94,2,287,35,826.88,23.62514285714286,Switzerland
12462,19,2,536,51,1189.59,19.186935483870965,Spain
12463,53,4,776,65,1344.78,16.202168674698793,Belgium
12464,10,8,112,6,1212.05,41.79482758620689,Belgium
12465,17,2,479,46,742.1899999999999,15.79127659574468,Belgium
12468,188,2,366,36,729.5400000000001,19.19842105263158,Germany
12471,2,30,8200,150,19788.65,43.112527233115465,Germany
12472,32,7,4148,219,6572.11,19.386755162241887,Germany
12473,29,5,2414,140,3928.05,23.521257485029945,Germany
12474,17,18,4833,253,7324.09,17.355663507109004,Germany
12475,54,1,535,36,723.38,20.093888888888888,Germany
12476,16,11,2408,177,6816.42,29.255021459227468,Germany
12477,23,6,3653,191,13219.74,44.0658,Germany
12478,4,1,236,36,680.99,18.91638888888889,Greece
12479,11,1,385,31,527.2,17.006451612903227,Germany
12480,28,4,1707,129,3281.63,21.30928571428571,Germany
12481,23,10,3294,150,5579.82,25.8325,Germany
12483,17,8,1110,46,2484.98,33.133066666666664,Sweden
12484,33,6,2187,256,4527.32,13.199183673469388,Spain
12488,10,3,529,46,1298.66,23.612,France
12489,336,1,105,15,334.93,22.328666666666667,France
12490,5,10,3064,131,5417.93,22.114,France
12491,39,1,260,25,460.4,17.70769230769231,France
12492,63,2,192,19,263.21000000000004,13.160500000000004,Germany
12493,166,2,207,20,433.74,19.715454545454545,France
12494,16,7,707,63,1246.1,16.183116883116885,France
12497,82,1,1236,14,1043.1,74.50714285714285,Germany
12498,21,3,159,21,403.7000000000001,17.55217391304348,Germany
12500,23,11,2678,34,4257.82,69.80032786885245,Germany
12501,337,1,1783,149,2169.39,14.5596644295302,Germany
12502,96,5,820,102,3723.87,25.332448979591835,Spain
12504,18,2,90,6,482.0499999999999,53.5611111111111,Germany
12506,233,1,23,23,73.5,3.1956521739130435,France
12507,134,3,894,19,1304.81,62.13380952380952,Spain
12508,26,2,271,57,397.88,5.851176470588236,France
12509,284,1,55,7,176.5,25.214285714285715,France
12510,143,2,353,29,982.57,29.774848484848484,Spain
12512,66,2,96,31,132.18,4.263870967741935,Israel
12513,113,1,462,35,612.29,17.494,France
12514,267,1,440,51,1017.68,19.954509803921567,Italy
12515,353,1,131,16,383.7,23.98125,Italy
12516,78,2,875,20,1312.06,50.46384615384615,Germany
12517,28,5,1361,232,2481.6,8.894623655913978,Germany
12518,1,5,1318,84,2056.89,16.58782258064516,Germany
12519,64,1,175,17,330.84,19.461176470588235,Germany
12520,79,5,1439,121,2634.26,17.33065789473684,Germany
12521,143,1,309,38,599.68,15.781052631578946,Germany
12522,39,2,194,11,192.72,16.06,Germany
12523,19,11,865,84,1789.77,16.884622641509434,France
12524,9,8,3699,113,4485.72,31.150833333333335,Germany
12526,1,3,632,64,1316.66,18.54450704225352,Germany
12527,82,3,234,18,348.71000000000004,19.37277777777778,Germany
12528,9,6,756,50,1933.48,21.01608695652174,Germany
12530,60,4,913,51,1662.28,25.186060606060607,Germany
12531,15,1,45,17,125.22,7.365882352941177,Germany
12532,30,1,153,16,349.83000000000004,21.864375000000003,France
12534,131,1,651,63,1089.18,17.28857142857143,Germany
12535,92,2,219,28,716.35,21.069117647058825,France
12536,43,3,2803,260,12601.830000000002,48.282873563218395,France
12538,29,1,191,21,363.95,17.33095238095238,Spain
12539,22,4,2067,157,5568.35,20.396886446886448,Spain
12540,20,17,6685,277,13400.24,28.03397489539749,Spain
12541,30,3,680,46,981.18,18.868846153846153,Spain
12544,36,1,136,19,372.7,19.61578947368421,Spain
12545,75,2,523,42,1000.39,20.0078,Spain
12546,47,2,633,59,1161.5,16.833333333333332,Spain
12547,198,2,134,7,207.8,25.975,Spain
12548,166,1,49,5,95.2,19.04,Spain
12550,79,1,569,57,964.83,16.92684210526316,Spain
12551,358,1,100,10,168.0,16.8,Spain
12552,39,2,88,20,437.82,21.891,Italy
12553,8,10,1965,95,3692.28,19.33130890052356,France
12556,50,2,355,100,599.56,5.038319327731092,Spain
12557,16,5,4384,15,11990.96,363.36242424242425,Spain
12558,8,1,196,11,269.96,24.54181818181818,USA
12559,311,2,283,21,561.71,26.74809523809524,Germany
12560,5,3,1110,91,2134.01,20.323904761904764,Germany
12561,303,1,177,16,238.85,14.928125,Germany
12562,8,7,1779,99,3781.74,22.510357142857146,France
12564,261,1,133,21,456.9,21.75714285714286,France
12565,289,1,80,9,145.92,16.21333333333333,Saudi Arabia
12566,86,1,265,19,351.65,18.507894736842104,Germany
12567,23,10,4305,323,9401.28,21.079103139013455,France
12569,2,32,1801,92,4124.69,21.939840425531912,Germany
12571,40,2,523,31,519.61,15.28264705882353,France
12572,9,2,452,53,1020.42,17.006999999999998,Germany
12573,227,1,84,26,160.54000000000002,5.733571428571429,France
12574,316,1,61,11,218.45,19.85909090909091,France
12576,36,5,967,72,1315.83,14.952613636363637,Poland
12577,35,3,469,137,626.6,4.291780821917809,France
12578,21,2,1196,111,2794.51,24.51324561403509,Italy
12579,78,1,285,29,440.42,15.18689655172414,France
12580,247,1,238,24,415.7,17.320833333333333,Germany
12581,40,1,161,15,197.71,13.180666666666667,Germany
12582,239,2,300,21,511.36,23.24363636363637,Finland
12583,3,15,5060,115,7281.38,29.47927125506073,France
12584,4,9,416,44,2338.15,24.355729166666663,Italy
12585,234,2,1279,77,2040.1,23.44942528735632,Germany
12586,17,1,79,11,196.94,17.903636363636362,Italy
12587,8,1,51,4,144.0,36.0,Finland
12588,39,1,53,10,214.9,21.49,Finland
12589,29,2,306,29,646.68,18.47657142857143,France
12590,211,2,4283,68,9864.26,145.06264705882353,Germany
12591,317,1,228,26,452.85,17.417307692307695,Italy
12592,92,2,290,11,437.6,24.311111111111114,Germany
12593,109,3,206,14,418.1,19.909523809523808,France
12594,38,10,1777,50,3338.2200000000003,28.290000000000003,Italy
12596,51,2,474,25,618.27,22.898888888888887,Spain
12597,19,4,2236,184,3811.22,18.50106796116505,Spain
12598,10,8,1964,84,3023.08,22.902121212121212,France
12599,29,7,956,32,1032.58,16.654516129032256,France
12600,29,10,774,32,2599.04,40.61,Germany
12601,190,5,245,21,577.0600000000001,20.609285714285715,Germany
12602,59,1,162,12,153.12,12.76,France
12603,22,1,63,2,739.1999999999999,369.6,Germany
12604,79,2,201,15,254.18,15.88625,France
12607,60,1,1228,101,1579.51,15.63871287128713,USA
12609,78,3,648,57,1126.85,18.78083333333333,Germany
12610,23,5,1049,85,2099.54,19.80698113207547,Italy
12611,52,1,846,65,1193.32,18.35876923076923,Italy
12612,74,1,262,19,704.0400000000001,37.054736842105264,Germany
12613,57,5,1644,124,3344.38,21.858692810457516,Germany
12614,278,1,76,20,315.6,15.78,Germany
12615,2,4,1376,82,2291.19,21.820857142857143,France
12616,95,2,284,25,713.3,22.290625,France
12617,29,1,210,39,352.98,8.609268292682927,France
12618,22,1,96,11,177.31,16.11909090909091,Italy
12619,16,9,3378,50,3641.24,40.45822222222222,Germany
12620,15,3,1181,89,1339.41,14.558804347826088,France
12621,2,20,7440,261,13689.67,29.31406852248394,Germany
12622,232,1,69,11,180.1,16.37272727272727,Germany
12623,276,1,191,18,305.1,16.950000000000003,Germany
12624,106,2,355,36,641.13,16.87184210526316,France
12625,212,2,1612,73,2683.82,31.207209302325584,Germany
12626,23,9,3453,232,6620.48,22.51863945578231,Germany
12627,11,7,2752,162,4478.53,19.47186956521739,Germany
12628,4,3,448,34,786.46,19.181951219512197,Germany
12630,10,2,548,60,1270.88,19.8575,Finland
12631,57,1,236,31,640.5,20.661290322580644,Finland
12633,59,4,1162,73,2163.98,21.425544554455445,Germany
12635,90,2,1172,96,1689.18,16.724554455445546,Germany
12637,67,8,2994,205,6002.9,15.714397905759162,France
12638,33,1,577,39,671.69,17.222820512820515,Sweden
12639,239,1,201,22,486.1,22.095454545454547,Sweden
12640,24,3,311,47,1174.58,22.16188679245283,France
12641,115,1,72,10,185.9,18.59,Sweden
12642,25,3,552,39,1013.26,21.55872340425532,Germany
12643,128,6,1808,11,3344.64,139.36,France
12644,130,1,325,31,477.91,15.416451612903227,Germany
12645,34,4,1084,58,1775.18,24.31753424657534,Germany
12646,5,2,897,43,1346.97,29.932666666666663,USA
12647,22,12,1431,78,3722.82,30.76710743801653,Germany
12648,155,1,160,21,318.05,15.145238095238096,Germany
12649,107,3,586,28,623.51,20.113225806451613,Germany
12650,3,1,254,20,314.44,15.722,France
12651,335,1,78,9,114.0,12.666666666666666,France
12652,331,1,505,48,919.98,19.16625,France
12653,149,2,919,37,2209.85,51.391860465116274,Israel
12654,11,5,264,31,601.98,15.841578947368422,Germany
12656,17,5,1723,89,4051.17,32.152142857142856,France
12657,11,4,1044,35,1643.18,34.961276595744685,France
12658,19,1,320,36,686.05,19.056944444444444,Germany
12659,30,1,105,5,91.68,18.336,France
12660,11,1,127,13,245.1,18.853846153846153,France
12662,1,11,2058,129,3849.78,16.73817391304348,Germany
12664,8,9,1203,10,4881.88,131.94270270270272,Finland
12665,325,1,37,3,63.0,21.0,Germany
12667,58,1,395,33,620.13,18.791818181818183,Finland
12668,12,4,1634,115,3807.15,23.64689440993789,Germany
12669,151,3,1115,98,2744.0299999999997,27.168613861386135,France
12670,10,5,1397,58,2996.05,32.56576086956522,France
12672,330,1,78,10,225.9,22.59,France
12673,5,2,351,42,610.52,14.536190476190477,Germany
12674,39,4,1133,52,1970.6,23.742168674698792,France
12676,25,6,670,33,1331.39,29.58644444444445,Sweden
12678,42,12,10923,105,17628.46,106.83915151515151,France
12679,59,4,554,43,1113.02,23.187916666666663,France
12680,1,4,443,33,862.81,16.592499999999998,France
12681,15,22,7536,267,13787.54,21.610564263322885,France
12682,4,31,5555,209,12279.82,23.434770992366413,France
12683,4,15,4987,177,8476.57,24.641191860465117,France
12684,8,7,1985,61,2283.63,21.748857142857144,France
12685,28,6,1523,117,2863.08,18.23617834394904,France
12686,372,1,107,7,89.14,12.734285714285717,France
12688,114,1,3028,171,4873.81,28.50181286549708,Israel
12689,26,2,628,57,1247.61,17.327916666666667,France
12690,206,1,106,16,389.01,24.313125,France
12691,28,6,394,21,1035.8,32.36875,France
12693,127,4,255,35,855.91,21.946410256410257,Germany
12694,70,2,509,32,869.67,23.504594594594593,France
12695,7,4,220,23,582.1,21.55925925925926,France
12697,29,3,508,37,957.59,23.355853658536585,Sweden
12700,8,4,2967,193,4939.99,18.432798507462685,France
12701,80,2,678,50,797.71,15.0511320754717,Germany
12702,20,1,53,12,219.0,18.25,Germany
12703,71,1,164,21,283.55,13.502380952380951,Germany
12704,7,8,1006,64,2340.84,26.600454545454543,Finland
12705,15,9,3997,228,6868.29,20.56374251497006,Germany
12707,292,1,256,33,603.42,18.285454545454545,France
12708,30,10,1307,86,2712.91,17.27968152866242,Germany
12709,15,15,3912,93,9706.52,46.891400966183575,Germany
12710,97,3,851,75,1149.02,14.922337662337664,Germany
12712,29,13,1062,58,4396.13,33.053609022556394,Germany
12713,1,1,508,38,848.55,22.330263157894738,Germany
12714,9,5,3069,216,4708.86,18.18092664092664,France
12715,106,1,192,20,343.36,17.168,Sweden
12716,4,2,708,60,1053.49,15.267971014492751,France
12717,151,2,506,49,1030.98,18.74509090909091,Greece
12718,71,1,203,19,238.25,12.539473684210526,France
12719,5,2,374,34,644.95,16.53717948717949,France
12720,3,25,4672,211,5781.7300000000005,16.33257062146893,Germany
12721,32,6,1959,133,2656.13,16.497701863354038,France
12722,85,4,566,50,997.63,18.82320754716981,France
12723,4,5,434,53,725.0699999999999,10.508260869565216,France
12724,5,4,445,47,1031.41,19.460566037735852,France
12725,371,1,164,24,427.8,17.825,Italy
12726,28,7,3143,57,2609.1,21.041129032258063,France
12727,11,7,2098,109,3980.7,28.638129496402875,France
12728,71,4,419,38,836.33,18.18108695652174,France
12729,114,1,233,26,453.01,17.423461538461538,France
12731,24,12,8437,109,18895.91,68.96317518248175,France
12732,180,1,111,12,236.26,19.688333333333336,France
12733,234,1,137,22,383.95,17.452272727272728,USA
12734,353,1,88,4,110.4,27.6,France
12735,315,2,368,38,779.5699999999999,18.12953488372093,France
12736,333,1,173,4,234.0,58.5,France
12738,372,1,148,11,155.35,14.122727272727271,Germany
12739,78,2,486,38,1013.04,26.658947368421053,United Arab Emirates
12740,64,1,342,27,427.6,15.837037037037035,France
12743,134,2,315,114,540.13,4.123129770992366,Unspecified
12744,52,7,5241,178,21279.29,95.85265765765766,Singapore
12747,2,11,1275,42,4196.01,40.737961165048546,United Kingdom
12748,1,209,25287,1768,33053.19,7.491656844968269,United Kingdom
12749,4,5,1471,160,4090.88,20.55718592964824,United Kingdom
12750,129,1,137,15,275.88,18.392,Poland
12752,81,1,2262,53,4366.78,82.3920754716981,Norway
12753,23,6,11421,132,21429.39,108.77862944162436,Japan
12754,236,3,6481,49,3010.74,47.78952380952381,Japan
12755,281,2,1491,4,3811.95,952.9875,Japan
12756,87,1,144,4,112.07999999999998,28.019999999999996,Japan
12757,16,13,2395,237,7834.650000000001,21.52376373626374,Portugal
12758,117,2,2135,84,2791.59,28.779278350515465,Portugal
12759,52,3,902,81,1531.44,16.12042105263158,Netherlands
12762,8,2,1227,62,1898.52,27.51478260869565,Portugal
12763,138,2,316,16,494.08,27.448888888888888,Japan
12764,317,1,386,45,1693.88,37.64177777777778,Lebanon
12766,4,7,3646,205,6989.63,22.547193548387096,Portugal
12769,239,1,356,32,1143.6,35.7375,Brazil
12770,211,1,743,12,1351.4499999999998,112.62083333333332,Japan
12772,60,1,556,55,892.47,16.226727272727274,Portugal
12775,17,5,877,47,1386.04,21.00060606060606,Netherlands
12778,20,6,825,40,822.23,16.4446,Netherlands
12779,38,8,2024,88,3981.36,26.72053691275168,Poland
12781,64,2,671,25,826.74,33.0696,Czech Republic
12782,5,5,1086,81,2330.92,22.630291262135923,Portugal
12783,2,6,624,76,2225.91,26.49892857142857,Portugal
12784,9,2,280,54,532.82,9.347719298245616,Portugal
12785,364,1,131,14,311.95,22.282142857142855,Portugal
12787,10,3,261,17,463.66,23.183,Netherlands
12789,65,1,4,4,91.85,22.9625,Netherlands
12790,192,1,166,21,324.92,15.472380952380954,Netherlands
12791,374,1,97,2,192.6,96.3,Netherlands
12792,257,1,217,25,400.54,16.0216,Portugal
12793,335,2,295,21,545.48,22.728333333333335,Portugal
12794,53,2,592,43,860.41,19.12022222222222,Portugal
12795,19,1,68,14,430.48,30.74857142857143,Portugal
12797,366,1,118,13,254.03,19.540769230769232,Portugal
12798,10,3,5256,6,6977.04,872.13,Japan
12802,187,1,314,25,427.58,17.1032,Netherlands
12808,37,3,188,27,483.65,17.273214285714285,Portugal
12809,178,1,220,25,489.31,19.5724,Portugal
12811,261,3,230,27,514.85,16.608064516129033,Portugal
12812,45,1,164,15,229.64,15.309333333333337,Japan
12814,102,1,49,2,125.92,62.96,Poland
12815,148,2,379,38,1063.46,22.6268085106383,Poland
12816,96,2,128,27,572.2,19.731034482758623,Poland
12817,281,1,53,4,166.04,41.51,Austria
12818,262,1,929,14,1542.08,110.14857142857144,Austria
12820,3,4,722,55,942.34,15.97186440677966,United Kingdom
12821,214,1,70,6,92.72,15.453333333333331,United Kingdom
12822,71,2,550,41,948.88,20.62782608695652,United Kingdom
12823,75,5,230,1,1759.5,351.9,United Kingdom
12824,60,1,232,25,397.12,15.8848,United Kingdom
12826,3,7,1058,58,1474.72,16.205714285714286,United Kingdom
12827,6,3,197,19,430.15,17.206000000000003,United Kingdom
12828,3,6,494,46,1018.71,18.19125,United Kingdom
12829,337,2,376,9,293.0,26.636363636363637,United Kingdom
12830,38,6,9848,13,6814.64,179.33263157894737,United Kingdom
12831,262,1,135,9,215.05,23.89444444444445,United Kingdom
12832,32,2,195,27,383.03,14.186296296296296,United Kingdom
12833,145,1,156,24,417.38,17.390833333333333,United Kingdom
12834,283,1,110,18,312.38,17.354444444444443,United Kingdom
12836,59,4,1062,148,2610.36,15.002068965517244,United Kingdom
12837,173,1,24,12,134.1,11.175,United Kingdom
12838,34,2,355,115,671.95,5.599583333333333,United Kingdom
12839,3,14,3807,95,5591.42,17.80707006369427,United Kingdom
12840,144,4,1511,67,2726.77,24.13070796460177,United Kingdom
12841,5,25,2720,229,3991.58,9.641497584541062,United Kingdom
12842,70,2,547,34,1118.99,32.9114705882353,United Kingdom
12843,66,8,781,69,1702.26,16.526796116504855,United Kingdom
12844,29,2,125,47,325.96000000000004,6.268461538461539,United Kingdom
12845,267,4,204,26,354.09,13.114444444444445,United Kingdom
12847,22,1,873,72,843.64,10.043333333333331,United Kingdom
12849,31,2,597,47,1010.29,21.047708333333333,United Kingdom
12851,97,1,106,43,131.81,2.8044680851063832,United Kingdom
12852,295,1,149,17,311.55,18.326470588235296,United Kingdom
12853,135,6,800,66,1957.1,25.09102564102564,United Kingdom
12854,79,3,626,95,1316.25,12.075688073394495,United Kingdom
12855,373,1,30,3,38.1,12.7,United Kingdom
12856,8,6,1076,155,2170.78,6.98,United Kingdom
12857,211,2,343,37,1106.4,24.05217391304348,United Kingdom
12863,52,1,188,5,521.2,104.24,United Kingdom
12864,138,1,216,3,147.12,49.04,United Kingdom
12865,26,2,925,86,1568.23,16.507684210526318,Austria
12866,283,1,171,26,559.12,21.504615384615384,Belgium
12867,26,7,4284,240,4009.34,7.50812734082397,United Kingdom
12868,186,6,928,72,1607.0600000000002,15.0192523364486,United Kingdom
12871,84,2,200,8,380.64,34.60363636363636,United Kingdom
12872,327,2,319,58,599.97,9.090454545454548,United Kingdom
12873,282,1,128,4,374.0,93.5,United Kingdom
12875,143,2,2019,1,343.2300000000001,171.61500000000004,United Kingdom
12876,58,2,1941,67,2218.02,26.09435294117647,Belgium
12877,4,12,1178,100,1535.77,9.972532467532467,United Kingdom
12878,236,2,547,38,854.99,18.19127659574468,United Kingdom
12879,45,3,370,7,573.22,57.322,United Kingdom
12881,276,1,21,7,298.0,42.57142857142857,United Kingdom
12882,9,2,246,12,1463.04,112.54153846153848,United Kingdom
12883,25,4,196,39,703.47,16.749285714285715,United Kingdom
12884,88,1,43,7,309.05,44.15,United Kingdom
12885,63,3,655,66,1175.22,16.552394366197184,United Kingdom
12886,68,2,770,75,1378.4,16.809756097560978,United Kingdom
12888,214,2,76,4,354.12,70.824,United Kingdom
12890,24,1,256,78,376.72,4.768607594936709,United Kingdom
12891,186,3,950,2,331.0,110.33333333333331,United Kingdom
12893,31,1,90,27,176.55,5.695161290322581,United Kingdom
12895,42,2,210,22,372.8,16.945454545454545,United Kingdom
12897,205,2,110,3,216.5,54.125,United Kingdom
12901,9,28,23075,30,17654.54,152.19431034482758,United Kingdom
12902,265,1,66,10,138.68,13.868,United Kingdom
12904,18,2,294,59,496.06,6.986760563380281,United Kingdom
12906,12,5,1749,55,2919.81,46.34619047619047,United Kingdom
12908,176,2,1200,1,750.0,375.0,United Kingdom
12909,40,5,1280,78,2178.67,23.941428571428577,United Kingdom
12910,23,8,1692,48,3075.04,41.00053333333333,United Kingdom
12912,3,5,670,17,1662.3,69.2625,United Kingdom
12913,5,5,1419,37,2483.63,49.6726,United Kingdom
12915,149,2,93,19,363.65,16.529545454545453,United Kingdom
12916,139,4,1083,53,2944.95,28.59174757281553,United Kingdom
12917,128,1,120,2,594.0,297.0,United Kingdom
12919,8,6,673,34,1335.19,26.7038,United Kingdom
12920,17,1,128,27,162.78,6.028888888888889,United Kingdom
12921,9,37,9526,233,16587.09,23.037625,United Kingdom
12922,161,1,370,28,405.38,14.477857142857143,United Kingdom
12923,64,1,68,28,172.82,6.172142857142857,United Kingdom
12924,88,4,481,22,933.7,31.123333333333335,United Kingdom
12925,5,2,541,42,694.05,15.423333333333332,United Kingdom
12928,35,5,1472,59,2062.7000000000003,24.555952380952384,United Kingdom
12929,312,1,37,8,117.85,14.73125,United Kingdom
12930,78,2,252,20,415.8,16.632,United Kingdom
12931,22,15,28004,28,42055.96,512.8775609756098,United Kingdom
12933,24,3,499,102,607.53,5.7314150943396225,United Kingdom
12935,2,7,1853,80,2160.7,16.749612403100773,United Kingdom
12936,17,4,559,56,1063.9,17.15967741935484,United Kingdom
12937,15,4,1007,81,1504.27,12.535583333333332,United Kingdom
12938,26,1,140,9,114.14,12.682222222222222,United Kingdom
12939,64,8,4876,21,11581.8,246.42127659574467,United Kingdom
12940,55,2,404,87,899.6899999999999,9.371770833333333,United Kingdom
12942,131,3,198,68,675.6,9.651428571428571,United Kingdom
12944,36,2,289,29,604.51,20.150333333333332,United Kingdom
12945,288,1,165,23,462.95,20.128260869565217,United Kingdom
12947,144,6,1165,83,1603.99,16.535979381443298,United Kingdom
12948,16,7,1080,82,2064.95,17.801293103448273,United Kingdom
12949,31,8,2381,166,4167.22,19.382418604651164,United Kingdom
12950,2,3,1380,13,1843.0,80.1304347826087,United Kingdom
12951,9,6,503,53,1064.07,16.89,United Kingdom
12952,6,4,653,64,1387.79,17.566962025316457,United Kingdom
12953,10,1,84,17,329.85,19.40294117647059,United Kingdom
12955,1,11,3664,81,4757.16,26.428666666666665,United Kingdom
12956,306,1,34,19,108.07,5.687894736842105,United Kingdom
12957,10,8,2549,208,4017.54,16.880420168067225,United Kingdom
12962,7,2,129,15,266.39,16.649375,United Kingdom
12963,8,8,881,75,1856.63,19.54347368421053,United Kingdom
12965,89,1,282,108,769.8100000000001,7.1278703703703705,United Kingdom
12966,10,1,75,10,160.18,16.018,United Kingdom
12967,358,2,438,19,1660.9,87.41578947368421,United Kingdom
12968,112,1,73,5,135.95,27.19,United Kingdom
12970,7,4,268,116,405.47,3.1431782945736435,United Kingdom
12971,4,86,9289,94,11189.91,36.68822950819672,United Kingdom
12974,198,1,24,8,144.8,18.1,United Kingdom
12976,212,1,561,22,738.6,33.57272727272727,United Kingdom
12977,156,1,12,9,39.24,4.36,United Kingdom
12980,158,9,886,6,7374.900000000001,368.745,United Kingdom
12981,30,2,242,12,372.22,18.610999999999997,United Kingdom
12982,243,1,288,28,390.54,13.947857142857144,United Kingdom
12984,19,1,26,4,97.5,24.375,United Kingdom
12985,1,2,1533,73,1239.38,16.30763157894737,United Kingdom
12987,74,2,219,27,558.7,19.95357142857143,United Kingdom
12988,292,1,126,75,505.82,6.094216867469879,United Kingdom
12989,3,15,2943,41,6924.11,108.18921875,United Kingdom
12990,31,3,200,8,409.5,31.5,United Kingdom
12991,23,2,405,31,503.76,16.25032258064516,United Kingdom
12993,23,4,240,26,414.76,15.361481481481482,United Kingdom
